gameId,rowid,trialNum,name,pResp,text,span,normalized_span,referent,flowers,color
mC5GMWYhGw6pyJ9Fh,5648,5,Repi,7,and the red middle and green middle are about half full,the red middle,the red middle,7,"2:11, 7:8, 5:7, 9:6, 10:5, 11:2",white
mC5GMWYhGw6pyJ9Fh,5648,5,Repi,7,and the red middle and green middle are about half full,green middle,green middle,5,"2:11, 7:8, 5:7, 9:6, 10:5, 11:2",white
mC5GMWYhGw6pyJ9Fh,5649,5,Minu,5,ill take the green middle,the green middle,the green middle,5,"2:11, 7:8, 5:7, 9:6, 10:5, 11:2",white
mC5GMWYhGw6pyJ9Fh,5650,5,Laju,2,"ok, ill choose the 2 flowers",the 2 flowers,the 2 flowers,2,"2:11, 7:8, 5:7, 9:6, 10:5, 11:2",white
mC5GMWYhGw6pyJ9Fh,5653,5,Repi,7,okay i'll take red middle,red middle,red middle,7,"2:11, 7:8, 5:7, 9:6, 10:5, 11:2",white
mC5GMWYhGw6pyJ9Fh,5655,6,Minu,8,the ones on the vine are the  highest,the ones on the vine,the ones on the vine,3,"8:11, 3:9, 1:7, 5:5, 2:4, 9:3",white
mC5GMWYhGw6pyJ9Fh,5656,6,Laju,3,the highest for me is the white and pink flower,the white and pink flower,the white and pink flower,8,"8:11, 3:9, 1:7, 5:5, 2:4, 9:3",white
mC5GMWYhGw6pyJ9Fh,5657,6,Minu,8,the purple is close,the purple,the purple,1,"8:11, 3:9, 1:7, 5:5, 2:4, 9:3",white
mC5GMWYhGw6pyJ9Fh,5658,6,Repi,1,the one with a bunch of little pink things is highest for me,the one with a bunch of little pink things,the one with a bunch of little pink things,8,"8:11, 3:9, 1:7, 5:5, 2:4, 9:3",white
mC5GMWYhGw6pyJ9Fh,5659,6,Minu,8,what does the bar look like,,,,"8:11, 3:9, 1:7, 5:5, 2:4, 9:3",white
mC5GMWYhGw6pyJ9Fh,5660,6,Repi,1,it's almost full,,,,"8:11, 3:9, 1:7, 5:5, 2:4, 9:3",white
mC5GMWYhGw6pyJ9Fh,5661,6,Repi,1,and the vine is a little over half,the vine,the vine,3,"8:11, 3:9, 1:7, 5:5, 2:4, 9:3",white
mC5GMWYhGw6pyJ9Fh,5662,6,Minu,8,"ok! so the pink, the vines, and the pruple are all pretty high",the pink,the pink,8,"8:11, 3:9, 1:7, 5:5, 2:4, 9:3",white
mC5GMWYhGw6pyJ9Fh,5662,6,Minu,8,"ok! so the pink, the vines, and the pruple are all pretty high",the vines,the vines,3,"8:11, 3:9, 1:7, 5:5, 2:4, 9:3",white
mC5GMWYhGw6pyJ9Fh,5662,6,Minu,8,"ok! so the pink, the vines, and the pruple are all pretty high",the pruple,the purple,1,"8:11, 3:9, 1:7, 5:5, 2:4, 9:3",white
mC5GMWYhGw6pyJ9Fh,5663,6,Minu,8,ill take the vines or the purple,the vines,the vines,3,"8:11, 3:9, 1:7, 5:5, 2:4, 9:3",white
mC5GMWYhGw6pyJ9Fh,5663,6,Minu,8,ill take the vines or the purple,the purple,the purple,1,"8:11, 3:9, 1:7, 5:5, 2:4, 9:3",white
mC5GMWYhGw6pyJ9Fh,5664,6,Minu,8,whatever you guys dont want,,,,"8:11, 3:9, 1:7, 5:5, 2:4, 9:3",white
mC5GMWYhGw6pyJ9Fh,5665,6,Laju,3,i'll pick the vines,the vines,the vines,3,"8:11, 3:9, 1:7, 5:5, 2:4, 9:3",white
mC5GMWYhGw6pyJ9Fh,5667,6,Repi,1,i'll select purple,purple,purple,1,"8:11, 3:9, 1:7, 5:5, 2:4, 9:3",white
mC5GMWYhGw6pyJ9Fh,5670,7,Minu,3,the green middle one is very full,the green middle one,the green middle one,5,"5:11, 11:8, 3:6, 9:5, 4:2, 1:1",white
mC5GMWYhGw6pyJ9Fh,5671,7,Minu,3,the vines are about half,the vines,the vines,3,"5:11, 11:8, 3:6, 9:5, 4:2, 1:1",white
mC5GMWYhGw6pyJ9Fh,5672,7,Minu,3,everything else is really low,,,,"5:11, 11:8, 3:6, 9:5, 4:2, 1:1",white
mC5GMWYhGw6pyJ9Fh,5673,7,Laju,11,The four sideways flowers are a little more than halfway,The four sideways flowers,The four sideways flowers,11,"5:11, 11:8, 3:6, 9:5, 4:2, 1:1",white
mC5GMWYhGw6pyJ9Fh,5674,7,Repi,5,the green middle is fullest for me too,the green middle,the green middle,5,"5:11, 11:8, 3:6, 9:5, 4:2, 1:1",white
mC5GMWYhGw6pyJ9Fh,5675,7,Repi,5,sideways are second highest,sideways,sideways,11,"5:11, 11:8, 3:6, 9:5, 4:2, 1:1",white
mC5GMWYhGw6pyJ9Fh,5676,7,Minu,3,you two should choose the highest *the green middle or the sideways ),the green middle,the green middle,5,"5:11, 11:8, 3:6, 9:5, 4:2, 1:1",white
mC5GMWYhGw6pyJ9Fh,5676,7,Minu,3,you two should choose the highest *the green middle or the sideways ),the sideways,the sideways,11,"5:11, 11:8, 3:6, 9:5, 4:2, 1:1",white
mC5GMWYhGw6pyJ9Fh,5677,7,Minu,3,ill take the vines,the vines,the vines,3,"5:11, 11:8, 3:6, 9:5, 4:2, 1:1",white
mC5GMWYhGw6pyJ9Fh,5679,7,Laju,11,I'll choose the sideways,the sideways,the sideways,11,"5:11, 11:8, 3:6, 9:5, 4:2, 1:1",white
mC5GMWYhGw6pyJ9Fh,5681,7,Repi,5,okay,,,,"5:11, 11:8, 3:6, 9:5, 4:2, 1:1",white
mC5GMWYhGw6pyJ9Fh,5683,8,Minu,7,green middle is same as last time. very high,green middle,green middle,5,"5:10, 7:9, 6:4, 9:3, 3:2, 1:1",white
mC5GMWYhGw6pyJ9Fh,5684,8,Repi,6,green middle and red middle are both high,green middle,green middle,5,"5:10, 7:9, 6:4, 9:3, 3:2, 1:1",white
mC5GMWYhGw6pyJ9Fh,5684,8,Repi,6,green middle and red middle are both high,red middle,red middle,7,"5:10, 7:9, 6:4, 9:3, 3:2, 1:1",white
mC5GMWYhGw6pyJ9Fh,5685,8,Repi,6,green is a little bit higher,green,green,5,"5:10, 7:9, 6:4, 9:3, 3:2, 1:1",white
mC5GMWYhGw6pyJ9Fh,5686,8,Laju,5,the red in the middle one is fairly close to full,the red in the middle,the red in the middle,7,"5:10, 7:9, 6:4, 9:3, 3:2, 1:1",white
mC5GMWYhGw6pyJ9Fh,5687,8,Minu,7,anything else close to full?,,,,"5:10, 7:9, 6:4, 9:3, 3:2, 1:1",white
mC5GMWYhGw6pyJ9Fh,5688,8,Repi,6,"no, the other two i have are low",,,,"5:10, 7:9, 6:4, 9:3, 3:2, 1:1",white
mC5GMWYhGw6pyJ9Fh,5689,8,Minu,7,all mine are low except green middle,green middle,green middle,5,"5:10, 7:9, 6:4, 9:3, 3:2, 1:1",white
mC5GMWYhGw6pyJ9Fh,5690,8,Repi,6,i think green middle is highest so Laju you should choose that one,green middle,green middle,5,"5:10, 7:9, 6:4, 9:3, 3:2, 1:1",white
mC5GMWYhGw6pyJ9Fh,5691,8,Laju,5,"same here, most of it is low",,,,"5:10, 7:9, 6:4, 9:3, 3:2, 1:1",white
mC5GMWYhGw6pyJ9Fh,5692,8,Minu,7,what about the yellow ball or the red middle?,the yellow ball,the yellow ball,6,"5:10, 7:9, 6:4, 9:3, 3:2, 1:1",white
mC5GMWYhGw6pyJ9Fh,5692,8,Minu,7,what about the yellow ball or the red middle?,the red middle,the red middle,7,"5:10, 7:9, 6:4, 9:3, 3:2, 1:1",white
mC5GMWYhGw6pyJ9Fh,5693,8,Repi,6,"red middle is second highest for me, it's just a little less than green middle",red middle,red middle,7,"5:10, 7:9, 6:4, 9:3, 3:2, 1:1",white
mC5GMWYhGw6pyJ9Fh,5693,8,Repi,6,"red middle is second highest for me, it's just a little less than green middle",green middle,green middle,5,"5:10, 7:9, 6:4, 9:3, 3:2, 1:1",white
mC5GMWYhGw6pyJ9Fh,5694,8,Minu,7,yes laju choose the green middle,the green middle,the green middle,5,"5:10, 7:9, 6:4, 9:3, 3:2, 1:1",white
mC5GMWYhGw6pyJ9Fh,5695,8,Laju,5,I'll choose the green middle,the green middle,the green middle,5,"5:10, 7:9, 6:4, 9:3, 3:2, 1:1",white
mC5GMWYhGw6pyJ9Fh,5697,8,Repi,6,"yellow ball is second lowest, i'll pick it",yellow ball,yellow ball,6,"5:10, 7:9, 6:4, 9:3, 3:2, 1:1",white
mC5GMWYhGw6pyJ9Fh,5699,8,Minu,7,okay!,,,,"5:10, 7:9, 6:4, 9:3, 3:2, 1:1",white
mC5GMWYhGw6pyJ9Fh,5701,9,Minu,10,6 petals is highest for me,6 petals,6 petals,9,"9:10, 10:7, 4:6, 2:5, 1:3, 6:2",white
mC5GMWYhGw6pyJ9Fh,5702,9,Repi,9,"sideways is highest for me, it looks half full",sideways,sideways,10,"9:10, 10:7, 4:6, 2:5, 1:3, 6:2",white
mC5GMWYhGw6pyJ9Fh,5703,9,Laju,4,the six petal flower is the highest for me,the six petal flower,the six petal flower,9,"9:10, 10:7, 4:6, 2:5, 1:3, 6:2",white
mC5GMWYhGw6pyJ9Fh,5704,9,Minu,10,3 flowers with yellow middle is about halfway,3 flowers with yellow middle,3 flowers with yellow middle,4,"9:10, 10:7, 4:6, 2:5, 1:3, 6:2",white
mC5GMWYhGw6pyJ9Fh,5705,9,Minu,10,so sideways and the 3 flowers are about the same,sideways,sideways,10,"9:10, 10:7, 4:6, 2:5, 1:3, 6:2",white
mC5GMWYhGw6pyJ9Fh,5705,9,Minu,10,so sideways and the 3 flowers are about the same,the 3 flowers,the 3 flowers,4,"9:10, 10:7, 4:6, 2:5, 1:3, 6:2",white
mC5GMWYhGw6pyJ9Fh,5706,9,Laju,4,I'll pick the 3 flowers,the 3 flowers,the 3 flowers,4,"9:10, 10:7, 4:6, 2:5, 1:3, 6:2",white
mC5GMWYhGw6pyJ9Fh,5707,9,Minu,10,and 6 petals is the highest,6 petals,6 petals,9,"9:10, 10:7, 4:6, 2:5, 1:3, 6:2",white
mC5GMWYhGw6pyJ9Fh,5709,9,Minu,10,ill take the sideways,the sideways,the sideways,10,"9:10, 10:7, 4:6, 2:5, 1:3, 6:2",white
mC5GMWYhGw6pyJ9Fh,5712,10,Minu,11,6 petals is highest again,6 petals,6 petals,9,"9:10, 5:9, 2:7, 11:5, 4:3, 10:2",white
mC5GMWYhGw6pyJ9Fh,5713,10,Repi,9,six petals is highest for me,six petals,six petals,9,"9:10, 5:9, 2:7, 11:5, 4:3, 10:2",white
mC5GMWYhGw6pyJ9Fh,5714,10,Minu,11,tubes are a little les than half,tubes,tubes,11,"9:10, 5:9, 2:7, 11:5, 4:3, 10:2",white
mC5GMWYhGw6pyJ9Fh,5715,10,Laju,5,the flower with green in the middle is the highest for me,the flower with green in the middle,the flower with green in the middle,5,"9:10, 5:9, 2:7, 11:5, 4:3, 10:2",white
mC5GMWYhGw6pyJ9Fh,5716,10,Repi,9,and green middle is pretty high too,green middle,green middle,5,"9:10, 5:9, 2:7, 11:5, 4:3, 10:2",white
mC5GMWYhGw6pyJ9Fh,5717,10,Minu,11,you two take those and ill take the tubes,the tubes,the tubes,11,"9:10, 5:9, 2:7, 11:5, 4:3, 10:2",white
mC5GMWYhGw6pyJ9Fh,5719,10,Repi,9,which one are you selecting Laju,,,,"9:10, 5:9, 2:7, 11:5, 4:3, 10:2",white
mC5GMWYhGw6pyJ9Fh,5720,10,Laju,5,I'll take the green middle,the green middle,the green middle,5,"9:10, 5:9, 2:7, 11:5, 4:3, 10:2",white
mC5GMWYhGw6pyJ9Fh,5723,11,Minu,8,pink is almost completely full,pink,pink,8,"8:12, 5:8, 4:7, 3:6, 6:4, 7:1",white
mC5GMWYhGw6pyJ9Fh,5724,11,Laju,5,The pink and white flower is nearly full,The pink and white flower,The pink and white flower,8,"8:12, 5:8, 4:7, 3:6, 6:4, 7:1",white
mC5GMWYhGw6pyJ9Fh,5725,11,Minu,8,green middle is high too,green middle,green middle,5,"8:12, 5:8, 4:7, 3:6, 6:4, 7:1",white
mC5GMWYhGw6pyJ9Fh,5726,11,Repi,4,green middle is a little over half and the three with yellow in the middle is half,green middle,green middle,5,"8:12, 5:8, 4:7, 3:6, 6:4, 7:1",white
mC5GMWYhGw6pyJ9Fh,5726,11,Repi,4,green middle is a little over half and the three with yellow in the middle is half,the three with yellow in the middle,the three with yellow in the middle,4,"8:12, 5:8, 4:7, 3:6, 6:4, 7:1",white
mC5GMWYhGw6pyJ9Fh,5727,11,Laju,5,the 3 flowers are halfway,the 3 flowers,the 3 flowers,4,"8:12, 5:8, 4:7, 3:6, 6:4, 7:1",white
mC5GMWYhGw6pyJ9Fh,5728,11,Minu,8,vines are about halfway,vines,vines,3,"8:12, 5:8, 4:7, 3:6, 6:4, 7:1",white
mC5GMWYhGw6pyJ9Fh,5729,11,Repi,4,i'll take the ones with the yellow in the middle,the ones with the yellow in the middle,the ones with the yellow in the middle,4,"8:12, 5:8, 4:7, 3:6, 6:4, 7:1",white
mC5GMWYhGw6pyJ9Fh,5730,11,Minu,8,what are you guys choosing,,,,"8:12, 5:8, 4:7, 3:6, 6:4, 7:1",white
mC5GMWYhGw6pyJ9Fh,5731,11,Repi,4,the three flowers,the three flowers,the three flowers,4,"8:12, 5:8, 4:7, 3:6, 6:4, 7:1",white
mC5GMWYhGw6pyJ9Fh,5733,11,Laju,5,I'll do the green middle,the green middle,the green middle,5,"8:12, 5:8, 4:7, 3:6, 6:4, 7:1",white
mC5GMWYhGw6pyJ9Fh,5735,11,Minu,8,okay,,,,"8:12, 5:8, 4:7, 3:6, 6:4, 7:1",white
mC5GMWYhGw6pyJ9Fh,5737,12,Laju,6,The two flowers are nearly full,The two flowers,The two flowers,2,"2:12, 6:9, 7:8, 12:7, 8:6, 4:1",white
mC5GMWYhGw6pyJ9Fh,5738,12,Repi,2,the two flowers is almost full,the two flowers,the two flowers,2,"2:12, 6:9, 7:8, 12:7, 8:6, 4:1",white
mC5GMWYhGw6pyJ9Fh,5739,12,Repi,2,and yellow ball in the middle is a little over half,yellow ball in the middle,yellow ball in the middle,6,"2:12, 6:9, 7:8, 12:7, 8:6, 4:1",white
mC5GMWYhGw6pyJ9Fh,5740,12,Repi,2,tiny flower is half,tiny flower,tiny flower,12,"2:12, 6:9, 7:8, 12:7, 8:6, 4:1",white
mC5GMWYhGw6pyJ9Fh,5741,12,Minu,7,"pink middle, red middle, and small single flower are all about half",pink middle,pink middle,8,"2:12, 6:9, 7:8, 12:7, 8:6, 4:1",white
mC5GMWYhGw6pyJ9Fh,5741,12,Minu,7,"pink middle, red middle, and small single flower are all about half",red middle,red middle,7,"2:12, 6:9, 7:8, 12:7, 8:6, 4:1",white
mC5GMWYhGw6pyJ9Fh,5741,12,Minu,7,"pink middle, red middle, and small single flower are all about half",small single flower,small single flower,12,"2:12, 6:9, 7:8, 12:7, 8:6, 4:1",white
mC5GMWYhGw6pyJ9Fh,5742,12,Laju,6,the single flower with the yellow ball is the 2nd highest for me,the single flower with the yellow ball,the single flower with the yellow ball,6,"2:12, 6:9, 7:8, 12:7, 8:6, 4:1",white
mC5GMWYhGw6pyJ9Fh,5743,12,Minu,7,ill take whatever you guys dont!,,,,"2:12, 6:9, 7:8, 12:7, 8:6, 4:1",white
mC5GMWYhGw6pyJ9Fh,5744,12,Laju,6,I'll pick the single flower with yellow in the middle,the single flower with yellow in the middle,the single flower with yellow in the middle,6,"2:12, 6:9, 7:8, 12:7, 8:6, 4:1",white
mC5GMWYhGw6pyJ9Fh,5746,12,Minu,7,ill take the purple middle,the purple middle,the purple middle,7,"2:12, 6:9, 7:8, 12:7, 8:6, 4:1",white
mC5GMWYhGw6pyJ9Fh,5748,12,Repi,2,i guess i'll select the two flowers,the two flowers,the two flowers,2,"2:12, 6:9, 7:8, 12:7, 8:6, 4:1",white
mC5GMWYhGw6pyJ9Fh,5750,13,Minu,7,purple middle is veryfyll,purple middle,purple middle,7,"7:11, 2:8, 1:6, 11:4, 9:3, 5:1",white
mC5GMWYhGw6pyJ9Fh,5751,13,Minu,7,two flowers are over half,two flowers,two flowers,2,"7:11, 2:8, 1:6, 11:4, 9:3, 5:1",white
mC5GMWYhGw6pyJ9Fh,5752,13,Minu,7,*very full,,,,"7:11, 2:8, 1:6, 11:4, 9:3, 5:1",white
mC5GMWYhGw6pyJ9Fh,5753,13,Minu,7,not purple middle!,purple middle,purple middle,1,"7:11, 2:8, 1:6, 11:4, 9:3, 5:1",white
mC5GMWYhGw6pyJ9Fh,5754,13,Minu,7,red middle sorry,red middle,red middle,7,"7:11, 2:8, 1:6, 11:4, 9:3, 5:1",white
mC5GMWYhGw6pyJ9Fh,5755,13,Repi,1,the purple flower is a little less than half,the purple flower,the purple flower,1,"7:11, 2:8, 1:6, 11:4, 9:3, 5:1",white
mC5GMWYhGw6pyJ9Fh,5756,13,Repi,1,two flowers is half,two flowers,two flowers,2,"7:11, 2:8, 1:6, 11:4, 9:3, 5:1",white
mC5GMWYhGw6pyJ9Fh,5757,13,Laju,2,I'll pick the two flowers,the two flowers,the two flowers,2,"7:11, 2:8, 1:6, 11:4, 9:3, 5:1",white
mC5GMWYhGw6pyJ9Fh,5759,13,Repi,1,i'll take the purple one,the purple one,the purple one,1,"7:11, 2:8, 1:6, 11:4, 9:3, 5:1",white
mC5GMWYhGw6pyJ9Fh,5762,14,Minu,12,yellow ball in the middle is high,yellow ball in the middle,yellow ball in the middle,6,"11:10, 6:9, 12:8, 10:6, 4:5, 5:3",white
mC5GMWYhGw6pyJ9Fh,5763,14,Minu,12,so is single small flower,single small flower,single small flower,12,"11:10, 6:9, 12:8, 10:6, 4:5, 5:3",white
mC5GMWYhGw6pyJ9Fh,5764,14,Repi,11,sideways and yellow ball are both pretty full,sideways,sideways,11,"11:10, 6:9, 12:8, 10:6, 4:5, 5:3",white
mC5GMWYhGw6pyJ9Fh,5764,14,Repi,11,sideways and yellow ball are both pretty full,yellow ball,yellow ball,6,"11:10, 6:9, 12:8, 10:6, 4:5, 5:3",white
mC5GMWYhGw6pyJ9Fh,5765,14,Repi,11,wait not sideways,sideways,sideways,10,"11:10, 6:9, 12:8, 10:6, 4:5, 5:3",white
mC5GMWYhGw6pyJ9Fh,5766,14,Repi,11,the tube ones,the tube ones,the tube ones,11,"11:10, 6:9, 12:8, 10:6, 4:5, 5:3",white
mC5GMWYhGw6pyJ9Fh,5767,14,Minu,12,ill take small flower and you guys can do yellow ball and tubes,small flower,small flower,12,"11:10, 6:9, 12:8, 10:6, 4:5, 5:3",white
mC5GMWYhGw6pyJ9Fh,5767,14,Minu,12,ill take small flower and you guys can do yellow ball and tubes,yellow ball,yellow ball,6,"11:10, 6:9, 12:8, 10:6, 4:5, 5:3",white
mC5GMWYhGw6pyJ9Fh,5767,14,Minu,12,ill take small flower and you guys can do yellow ball and tubes,tubes,tubes,11,"11:10, 6:9, 12:8, 10:6, 4:5, 5:3",white
mC5GMWYhGw6pyJ9Fh,5769,14,Laju,6,I'll go for the yellow ball,the yellow ball,the yellow ball,6,"11:10, 6:9, 12:8, 10:6, 4:5, 5:3",white
mC5GMWYhGw6pyJ9Fh,5770,14,Repi,11,"laju you pick tubes, it's the highest",tubes,tubes,11,"11:10, 6:9, 12:8, 10:6, 4:5, 5:3",white
mC5GMWYhGw6pyJ9Fh,5772,14,Repi,11,which one did you pick,,,,"11:10, 6:9, 12:8, 10:6, 4:5, 5:3",white
mC5GMWYhGw6pyJ9Fh,5773,14,Laju,6,yellow ball,yellow ball,yellow ball,6,"11:10, 6:9, 12:8, 10:6, 4:5, 5:3",white
mC5GMWYhGw6pyJ9Fh,5774,14,Repi,11,okay,,,,"11:10, 6:9, 12:8, 10:6, 4:5, 5:3",white
mC5GMWYhGw6pyJ9Fh,5776,15,Minu,2,pink is very high,pink,pink,8,"8:11, 2:7, 6:6, 9:5, 10:4, 12:1",white
mC5GMWYhGw6pyJ9Fh,5777,15,Repi,6,two flowers is about half,two flowers,two flowers,2,"8:11, 2:7, 6:6, 9:5, 10:4, 12:1",white
mC5GMWYhGw6pyJ9Fh,5778,15,Laju,8,the two flowers are halfway,the two flowers,the two flowers,2,"8:11, 2:7, 6:6, 9:5, 10:4, 12:1",white
mC5GMWYhGw6pyJ9Fh,5779,15,Minu,2,yellow ball is a little less than half,yellow ball,yellow ball,6,"8:11, 2:7, 6:6, 9:5, 10:4, 12:1",white
mC5GMWYhGw6pyJ9Fh,5780,15,Repi,6,and yellow ball is a little less than half,yellow ball,yellow ball,6,"8:11, 2:7, 6:6, 9:5, 10:4, 12:1",white
mC5GMWYhGw6pyJ9Fh,5781,15,Minu,2,laju you should pick pink,pink,pink,8,"8:11, 2:7, 6:6, 9:5, 10:4, 12:1",white
mC5GMWYhGw6pyJ9Fh,5782,15,Repi,6,i'll pick yellow ball,yellow ball,yellow ball,6,"8:11, 2:7, 6:6, 9:5, 10:4, 12:1",white
mC5GMWYhGw6pyJ9Fh,5783,15,Laju,8,"Ok, I'll go for the pink",the pink,the pink,8,"8:11, 2:7, 6:6, 9:5, 10:4, 12:1",white
mC5GMWYhGw6pyJ9Fh,5786,15,Minu,2,ok ill pick 2 flowers,2 flowers,2 flowers,2,"8:11, 2:7, 6:6, 9:5, 10:4, 12:1",white
mC5GMWYhGw6pyJ9Fh,5788,16,Repi,5,green in the middle is almost full,green in the middle,green in the middle,5,"5:11, 4:8, 1:6, 12:5, 8:3, 6:1",white
mC5GMWYhGw6pyJ9Fh,5789,16,Minu,4,3 flowers are a little over half,3 flowers,3 flowers,4,"5:11, 4:8, 1:6, 12:5, 8:3, 6:1",white
mC5GMWYhGw6pyJ9Fh,5790,16,Minu,4,purple middle is half,purple middle,purple middle,1,"5:11, 4:8, 1:6, 12:5, 8:3, 6:1",white
mC5GMWYhGw6pyJ9Fh,5791,16,Laju,12,"the small flower, pink, and yellow ball are all less than half full",the small flower,the small flower,12,"5:11, 4:8, 1:6, 12:5, 8:3, 6:1",white
mC5GMWYhGw6pyJ9Fh,5791,16,Laju,12,"the small flower, pink, and yellow ball are all less than half full",pink,pink,8,"5:11, 4:8, 1:6, 12:5, 8:3, 6:1",white
mC5GMWYhGw6pyJ9Fh,5791,16,Laju,12,"the small flower, pink, and yellow ball are all less than half full",yellow ball,yellow ball,6,"5:11, 4:8, 1:6, 12:5, 8:3, 6:1",white
mC5GMWYhGw6pyJ9Fh,5792,16,Minu,4,ill take whatever you guys dont!,,,,"5:11, 4:8, 1:6, 12:5, 8:3, 6:1",white
mC5GMWYhGw6pyJ9Fh,5793,16,Laju,12,I'll do the small flower,the small flower,the small flower,12,"5:11, 4:8, 1:6, 12:5, 8:3, 6:1",white
mC5GMWYhGw6pyJ9Fh,5795,16,Repi,5,i'll take the green middle,the green middle,the green middle,5,"5:11, 4:8, 1:6, 12:5, 8:3, 6:1",white
mC5GMWYhGw6pyJ9Fh,5798,17,Minu,1,small flower is high,small flower,small flower,12,"12:10, 1:9, 9:8, 7:5, 10:2, 5:1",white
mC5GMWYhGw6pyJ9Fh,5799,17,Minu,1,purple is high,purple,purple,1,"12:10, 1:9, 9:8, 7:5, 10:2, 5:1",white
mC5GMWYhGw6pyJ9Fh,5800,17,Repi,12,6 petal is a little over half,6 petal,6 petal,9,"12:10, 1:9, 9:8, 7:5, 10:2, 5:1",white
mC5GMWYhGw6pyJ9Fh,5801,17,Laju,9,the purple and small flower are high,the purple,the purple,1,"12:10, 1:9, 9:8, 7:5, 10:2, 5:1",white
mC5GMWYhGw6pyJ9Fh,5801,17,Laju,9,the purple and small flower are high,small flower,small flower,12,"12:10, 1:9, 9:8, 7:5, 10:2, 5:1",white
mC5GMWYhGw6pyJ9Fh,5802,17,Minu,1,ill take purple,purple,purple,1,"12:10, 1:9, 9:8, 7:5, 10:2, 5:1",white
mC5GMWYhGw6pyJ9Fh,5803,17,Laju,9,I'll do the six petal,the six petal,the six petal,9,"12:10, 1:9, 9:8, 7:5, 10:2, 5:1",white
mC5GMWYhGw6pyJ9Fh,5807,18,Minu,3,green middle almost full,green middle,green middle,5,"5:12, 3:9, 10:5, 4:4, 2:3, 6:1",white
mC5GMWYhGw6pyJ9Fh,5808,18,Minu,3,everything else is low,,,,"5:12, 3:9, 10:5, 4:4, 2:3, 6:1",white
mC5GMWYhGw6pyJ9Fh,5809,18,Repi,10,vines is over half,vines,vines,3,"5:12, 3:9, 10:5, 4:4, 2:3, 6:1",white
mC5GMWYhGw6pyJ9Fh,5810,18,Minu,3,laju you should take green middle,green middle,green middle,5,"5:12, 3:9, 10:5, 4:4, 2:3, 6:1",white
mC5GMWYhGw6pyJ9Fh,5811,18,Laju,5,the yellow ball is has next to nothing,the yellow ball,the yellow ball,6,"5:12, 3:9, 10:5, 4:4, 2:3, 6:1",white
mC5GMWYhGw6pyJ9Fh,5812,18,Repi,10,sideways and the three with yellow are less than half,sideways,sideways,10,"5:12, 3:9, 10:5, 4:4, 2:3, 6:1",white
mC5GMWYhGw6pyJ9Fh,5812,18,Repi,10,sideways and the three with yellow are less than half,the three with yellow,the three with yellow,4,"5:12, 3:9, 10:5, 4:4, 2:3, 6:1",white
mC5GMWYhGw6pyJ9Fh,5813,18,Laju,5,I'll do the green middle.,the green middle,the green middle,5,"5:12, 3:9, 10:5, 4:4, 2:3, 6:1",white
mC5GMWYhGw6pyJ9Fh,5815,18,Repi,10,minu you choose vines,vines,vines,3,"5:12, 3:9, 10:5, 4:4, 2:3, 6:1",white
mC5GMWYhGw6pyJ9Fh,5816,18,Minu,3,ok!,,,,"5:12, 3:9, 10:5, 4:4, 2:3, 6:1",white
mC5GMWYhGw6pyJ9Fh,5819,19,Minu,2,2 flowers almost full,2 flowers,2 flowers,2,"2:12, 1:9, 8:7, 4:6, 12:2, 9:1",white
mC5GMWYhGw6pyJ9Fh,5820,19,Repi,1,purple is over half,purple,purple,1,"2:12, 1:9, 8:7, 4:6, 12:2, 9:1",white
mC5GMWYhGw6pyJ9Fh,5821,19,Minu,2,pruple middle very high,pruple middle,purple middle,1,"2:12, 1:9, 8:7, 4:6, 12:2, 9:1",white
mC5GMWYhGw6pyJ9Fh,5822,19,Repi,1,and pink is half,pink,pink,8,"2:12, 1:9, 8:7, 4:6, 12:2, 9:1",white
mC5GMWYhGw6pyJ9Fh,5823,19,Laju,8,I'll pick the pink,the pink,the pink,8,"2:12, 1:9, 8:7, 4:6, 12:2, 9:1",white
mC5GMWYhGw6pyJ9Fh,5825,19,Minu,2,i'll choose whatever is left!,,,,"2:12, 1:9, 8:7, 4:6, 12:2, 9:1",white
mC5GMWYhGw6pyJ9Fh,5826,19,Repi,1,i'll pick purple,purple,purple,1,"2:12, 1:9, 8:7, 4:6, 12:2, 9:1",white
mC5GMWYhGw6pyJ9Fh,5829,20,Minu,7,sideways flower is high,sideways flower,sideways flower,10,"10:11, 3:9, 7:8, 11:7, 9:6, 6:1",white
mC5GMWYhGw6pyJ9Fh,5830,20,Repi,3,sideways is almost full,sideways,sideways,10,"10:11, 3:9, 7:8, 11:7, 9:6, 6:1",white
mC5GMWYhGw6pyJ9Fh,5831,20,Laju,10,The vines are a little above half,The vines,The vines,3,"10:11, 3:9, 7:8, 11:7, 9:6, 6:1",white
mC5GMWYhGw6pyJ9Fh,5832,20,Minu,7,tubes and 6 petal are about half,tubes,tubes,11,"10:11, 3:9, 7:8, 11:7, 9:6, 6:1",white
mC5GMWYhGw6pyJ9Fh,5832,20,Minu,7,tubes and 6 petal are about half,6 petal,6 petal,9,"10:11, 3:9, 7:8, 11:7, 9:6, 6:1",white
mC5GMWYhGw6pyJ9Fh,5833,20,Repi,3,and vines and red middle are over half,vines,vines,3,"10:11, 3:9, 7:8, 11:7, 9:6, 6:1",white
mC5GMWYhGw6pyJ9Fh,5833,20,Repi,3,and vines and red middle are over half,red middle,red middle,7,"10:11, 3:9, 7:8, 11:7, 9:6, 6:1",white
