rowid	trialNum	name	pResp	text	span	referent	flowers	color
4860	17	Repi	9	Ill take ywllow outline			9:10, 7:9, 4:7, 10:4, 12:3, 6:2	red
4862	17	Laju	7	I can take the rock cluster			9:10, 7:9, 4:7, 10:4, 12:3, 6:2	red
4864	17	Minu	7	the red cluster with whiote center for me..ok?			9:10, 7:9, 4:7, 10:4, 12:3, 6:2	red
4865	17	Minu	7	white			9:10, 7:9, 4:7, 10:4, 12:3, 6:2	red
4866	17	Repi	9	Yes thats fine			9:10, 7:9, 4:7, 10:4, 12:3, 6:2	red
4868	18	Laju	11	The only high one I can see if the 2 pink fluffy			11:11, 8:8, 7:6, 4:5, 2:3, 6:1	red
4869	18	Repi	8	Poppies are high so is pink with fluffy centre			11:11, 8:8, 7:6, 4:5, 2:3, 6:1	red
4870	18	Minu	4	go ahead and choose			11:11, 8:8, 7:6, 4:5, 2:3, 6:1	red
4871	18	Laju	11	I will take the 2 pink fluffy			11:11, 8:8, 7:6, 4:5, 2:3, 6:1	red
4873	18	Repi	8	Ill take poppies			11:11, 8:8, 7:6, 4:5, 2:3, 6:1	red
4876	19	Laju	8	Poppies are high			8:10, 4:7, 3:5, 5:3, 10:2, 6:1	red
4877	19	Laju	8	Flower facing forward decent too			8:10, 4:7, 3:5, 5:3, 10:2, 6:1	red
4878	19	Repi	4	Poppies are high red faciny forwa4d is quite high too			8:10, 4:7, 3:5, 5:3, 10:2, 6:1	red
4879	19	Minu	3	i'll take whats left			8:10, 4:7, 3:5, 5:3, 10:2, 6:1	red
4880	19	Laju	8	I can take poppies			8:10, 4:7, 3:5, 5:3, 10:2, 6:1	red
4882	19	Minu	3	ok			8:10, 4:7, 3:5, 5:3, 10:2, 6:1	red
4883	19	Repi	4	Ill take red ff			8:10, 4:7, 3:5, 5:3, 10:2, 6:1	red
4886	20	Laju	5	White petals high			5:12, 9:8, 4:7, 8:4, 2:3, 7:1	red
4887	20	Laju	5	The yellow outline is high too			5:12, 9:8, 4:7, 8:4, 2:3, 7:1	red
4888	20	Minu	4	same again...will take whats left			5:12, 9:8, 4:7, 8:4, 2:3, 7:1	red
4889	20	Repi	9	Red with ywllow outline is the one ill take then			5:12, 9:8, 4:7, 8:4, 2:3, 7:1	red
4891	20	Laju	5	I will take the white petals			5:12, 9:8, 4:7, 8:4, 2:3, 7:1	red
4894	21	Laju	9	Only decent one I can see is the yellow outline			6:12, 9:6, 5:4, 12:3, 4:2, 7:1	red
4895	21	Minu	7	go ahead and choose			6:12, 9:6, 5:4, 12:3, 4:2, 7:1	red
4896	21	Repi	6	The delicate pink one on green background is high			6:12, 9:6, 5:4, 12:3, 4:2, 7:1	red
4897	21	Repi	6	Ill take tbat one ix you wanf ysllow outline			6:12, 9:6, 5:4, 12:3, 4:2, 7:1	red
4898	21	Repi	6	Again sorry for spelling			6:12, 9:6, 5:4, 12:3, 4:2, 7:1	red
4899	21	Laju	9	Ok. I will take the yellow outline			6:12, 9:6, 5:4, 12:3, 4:2, 7:1	red
4901	21	Minu	7	ok			6:12, 9:6, 5:4, 12:3, 4:2, 7:1	red
4904	22	Laju	5	Yellow outline and white petals are good			4:12, 9:9, 5:8, 6:6, 1:5, 11:1	red
4905	22	Repi	4	Red facing forward is high			4:12, 9:9, 5:8, 6:6, 1:5, 11:1	red
4906	22	Laju	5	I can take white petals			4:12, 9:9, 5:8, 6:6, 1:5, 11:1	red
4907	22	Minu	6	go ahead			4:12, 9:9, 5:8, 6:6, 1:5, 11:1	red
4908	22	Repi	4	Shall i take the red forward one then?			4:12, 9:9, 5:8, 6:6, 1:5, 11:1	red
4911	22	Minu	6	ok			4:12, 9:9, 5:8, 6:6, 1:5, 11:1	red
4913	23	Laju	4	Red facing forward is high			4:12, 6:9, 3:7, 5:6, 8:4, 10:3	red
4914	23	Repi	6	Delicate pink on green branch/background is only high fot me			4:12, 6:9, 3:7, 5:6, 8:4, 10:3	red
4915	23	Laju	4	Yellow stem is half way			4:12, 6:9, 3:7, 5:6, 8:4, 10:3	red
4916	23	Minu	3	ok			4:12, 6:9, 3:7, 5:6, 8:4, 10:3	red
4917	23	Laju	4	I can take facing forward			4:12, 6:9, 3:7, 5:6, 8:4, 10:3	red
4918	23	Minu	3	ok			4:12, 6:9, 3:7, 5:6, 8:4, 10:3	red
4921	23	Repi	6	Ill take pink delicate			4:12, 6:9, 3:7, 5:6, 8:4, 10:3	red
4924	0	Repi	5	red with yellow middle is good for me			5:12, 7:9, 8:8, 9:7, 2:5, 11:4	red
4925	0	Minu	5	I'd like to choose the red flower with the white middle			5:12, 7:9, 8:8, 9:7, 2:5, 11:4	red
4926	0	Minu	5	Laju, did you already choose that one?			5:12, 7:9, 8:8, 9:7, 2:5, 11:4	red
4927	0	Laju	7	I'm going to take the red that has the most flowers. Two in the front and about 4 in the background			5:12, 7:9, 8:8, 9:7, 2:5, 11:4	red
4930	1	Laju	3	I would like the red with the yellow stem in the middle			9:10, 3:8, 6:7, 10:4, 4:2, 1:1	red
4932	1	Minu	6	I like the one that looks like it might be a hot pink, lots of petals			9:10, 3:8, 6:7, 10:4, 4:2, 1:1	red
4933	1	Repi	9	ill take the red with the yellow legs			9:10, 3:8, 6:7, 10:4, 4:2, 1:1	red
4937	2	Minu	10	I'll take the bushy looking one that surrounded by it's leaves			1:10, 10:9, 3:5, 8:3, 7:2, 11:1	red
4938	2	Repi	1	im good with the one that looks like red berries			1:10, 10:9, 3:5, 8:3, 7:2, 11:1	red
4939	2	Laju	3	I'll take the same as last time. Red triangle shape with yellow stem in the middle			1:10, 10:9, 3:5, 8:3, 7:2, 11:1	red
4940	2	Repi	1	okay ill take the one one that over laps the petals			1:10, 10:9, 3:5, 8:3, 7:2, 11:1	red
4944	3	Repi	1	ill do same pic as last time			1:12, 3:8, 11:6, 10:5, 5:4, 6:2	red
4945	3	Minu	11	I'll take the one that's pin with yellow in the middle			1:12, 3:8, 11:6, 10:5, 5:4, 6:2	red
4946	3	Minu	11	pink*			1:12, 3:8, 11:6, 10:5, 5:4, 6:2	red
4949	4	Laju	3	I'd like the triangle shaped one with the yellow stem in the middle			3:10, 7:9, 6:8, 2:7, 5:6, 11:1	red
4951	4	Minu	6	I'll take the poinsettia			3:10, 7:9, 6:8, 2:7, 5:6, 11:1	red
4952	4	Repi	6	ill do the one with the water drops on it			3:10, 7:9, 6:8, 2:7, 5:6, 11:1	red
4956	5	Laju	4	I would like the one that's almost all red			4:11, 9:9, 7:5, 6:4, 10:3, 5:2	red
4958	5	Minu	9	i'll take the wavy one with the yellow legs			4:11, 9:9, 7:5, 6:4, 10:3, 5:2	red
4960	6	Laju	3	I'd like the one with the triangle shape and yellow stem in the middle			3:10, 1:8, 5:7, 2:5, 11:4, 9:2	red
4962	6	Minu	1	i'll take the one with overlapping pedals			3:10, 1:8, 5:7, 2:5, 11:4, 9:2	red
4965	7	Repi	7	im taking the pink middle ones			7:10, 11:8, 8:4, 10:3, 12:2, 6:1	red
4966	7	Repi	7	theres like 7 in the pic			7:10, 11:8, 8:4, 10:3, 12:2, 6:1	red
4967	7	Minu	11	i'll take the pink ones with yellow middles			7:10, 11:8, 8:4, 10:3, 12:2, 6:1	red
4971	8	Minu	9	i'll take the wavy one with yellow legs again			6:11, 9:8, 4:6, 11:4, 2:2, 5:1	red
4974	8	Repi	6	ill take the one with the green stem in the middle			6:11, 9:8, 4:6, 11:4, 2:2, 5:1	red
4977	9	Laju	4	I'll take the one that is almost perfectly round and almost all red			7:11, 4:9, 9:6, 12:5, 10:3, 3:1	red
4978	9	Minu	7	i'll take the ones with pink in the middle and 6 flowers in the photo			7:11, 4:9, 9:6, 12:5, 10:3, 3:1	red
4981	10	Minu	3	i'll take the one with the yellow stem			3:11, 1:9, 7:7, 6:6, 8:3, 5:2	red
4983	10	Repi	1	ill take the overlapping one			3:11, 1:9, 7:7, 6:6, 8:3, 5:2	red
4985	10	Laju	7	I'll take the one with two pedals in the front and about 4 in the back			3:11, 1:9, 7:7, 6:6, 8:3, 5:2	red
4987	11	Laju	9	I'll take the one with the wavy pedals			7:11, 9:9, 5:8, 3:6, 10:2, 12:1	red
4989	11	Minu	7	i'll take the pink middles with 6 flowers			7:11, 9:9, 5:8, 3:6, 10:2, 12:1	red
4992	12	Laju	6	I'll take the one iwth the green stem in the middle			6:10, 5:8, 10:6, 1:5, 8:4, 7:1	red
4994	12	Repi	5	ill take pink and yellow middle			6:10, 5:8, 10:6, 1:5, 8:4, 7:1	red
4997	13	Repi	3	yellow stem middle			3:11, 10:9, 5:8, 4:6, 7:4, 12:3	red
4999	13	Minu	4	i'll take the all red one			3:11, 10:9, 5:8, 4:6, 7:4, 12:3	red
5002	14	Laju	8	I'll take 3 pedals			10:10, 8:8, 6:6, 3:3, 5:2, 11:1	red
5004	14	Minu	10	i'll take the one that looks like berries			10:10, 8:8, 6:6, 3:3, 5:2, 11:1	red
5005	14	Repi	6	imm take all red bush			10:10, 8:8, 6:6, 3:3, 5:2, 11:1	red
5008	15	Repi	4	all red			4:11, 12:9, 9:8, 5:6, 3:4, 2:1	red
5009	15	Laju	9	I'll take wavy pedals			4:11, 12:9, 9:8, 5:6, 3:4, 2:1	red
5012	15	Minu	12	i'll take the one with yellow tips			4:11, 12:9, 9:8, 5:6, 3:4, 2:1	red
5014	16	Repi	2	water on pedals			2:10, 5:9, 6:7, 11:6, 10:4, 9:3	red
5015	16	Minu	5	i'll take the red white and yellow one			2:10, 5:9, 6:7, 11:6, 10:4, 9:3	red
5019	17	Repi	8	black middles			6:12, 8:9, 9:7, 1:6, 5:2, 7:1	red
5021	17	Repi	8	poppies			6:12, 8:9, 9:7, 1:6, 5:2, 7:1	red
5022	17	Minu	6	i'll take the green stem through the middle			6:12, 8:9, 9:7, 1:6, 5:2, 7:1	red
5023	17	Laju	9	Green stem in middle			6:12, 8:9, 9:7, 1:6, 5:2, 7:1	red
5026	18	Laju	5	Wavy pedals			9:12, 6:8, 10:5, 5:3, 4:2, 11:1	red
5027	18	Minu	10	wavy with yellow legs			9:12, 6:8, 10:5, 5:3, 4:2, 11:1	red
5028	18	Repi	6	green stem			9:12, 6:8, 10:5, 5:3, 4:2, 11:1	red
5033	19	Laju	10	Looks like berries			10:12, 12:8, 6:7, 4:6, 2:4, 1:1	red
5034	19	Repi	6	green stem			10:12, 12:8, 6:7, 4:6, 2:4, 1:1	red
5036	19	Minu	12	yellow tips			10:12, 12:8, 6:7, 4:6, 2:4, 1:1	red
5039	20	Minu	8	black middles			5:10, 8:9, 4:6, 6:5, 7:2, 1:1	red
5040	20	Laju	5	Yellow middle with white around			5:10, 8:9, 4:6, 6:5, 7:2, 1:1	red
5043	21	Minu	9	wavy guy			11:12, 9:9, 3:6, 12:5, 2:4, 8:1	red
5046	21	Repi	11	yellow middle			11:12, 9:9, 3:6, 12:5, 2:4, 8:1	red
5048	22	Minu	10	berries			10:12, 6:8, 8:7, 2:6, 11:4, 12:3	red
5049	22	Laju	6	Berries			10:12, 6:8, 8:7, 2:6, 11:4, 12:3	red
5053	23	Minu	6	green stem			2:10, 7:7, 6:6, 12:4, 9:2, 4:1	red
5055	23	Laju	2	Water on leaves			2:10, 7:7, 6:6, 12:4, 9:2, 4:1	red
5058	0	Repi	1	hello			7:11, 1:9, 2:7, 10:6, 4:4, 3:1	white
5059	0	Laju	7	Flower 4 looks good			7:11, 1:9, 2:7, 10:6, 4:4, 3:1	white
5060	0	Repi	1	we might see it in different places so the number isnt the best way to do it			7:11, 1:9, 2:7, 10:6, 4:4, 3:1	white
5061	0	Repi	1	what does it look like?			7:11, 1:9, 2:7, 10:6, 4:4, 3:1	white
5062	0	Laju	7	Ahhh good point. It’s got 6 petals. White with a slight pink centre			7:11, 1:9, 2:7, 10:6, 4:4, 3:1	white
5064	0	Repi	1	the best one I can see is with the white petals and then the purple centre			7:11, 1:9, 2:7, 10:6, 4:4, 3:1	white
5065	0	Repi	1	i have no idea what minu picked but it looks like our best ones are different			7:11, 1:9, 2:7, 10:6, 4:4, 3:1	white
5066	0	Repi	1	just hope minu didn't pick one of them			7:11, 1:9, 2:7, 10:6, 4:4, 3:1	white
5068	0	Minu	7	the slightly pink one			7:11, 1:9, 2:7, 10:6, 4:4, 3:1	white
5070	1	Repi	6	this time round say which one beforehand			12:11, 6:9, 3:8, 10:7, 2:3, 7:1	white
5071	1	Repi	6	for me the best one is the fully opened up flower that's flat to the ground			12:11, 6:9, 3:8, 10:7, 2:3, 7:1	white
5072	1	Laju	3	The best I can see is white with long stalks in the middle			12:11, 6:9, 3:8, 10:7, 2:3, 7:1	white
5073	1	Repi	6	minu?			12:11, 6:9, 3:8, 10:7, 2:3, 7:1	white
5074	1	Minu	12	one with green centre			12:11, 6:9, 3:8, 10:7, 2:3, 7:1	white
5075	1	Repi	6	as in leaves or a stalk?			12:11, 6:9, 3:8, 10:7, 2:3, 7:1	white
5076	1	Laju	3	My second best has a big yellow centre			12:11, 6:9, 3:8, 10:7, 2:3, 7:1	white
5078	1	Repi	6	You might be looking at the same flower, laju thats my best one			12:11, 6:9, 3:8, 10:7, 2:3, 7:1	white
5079	1	Repi	6	so if we go with our original ones we should be good			12:11, 6:9, 3:8, 10:7, 2:3, 7:1	white
5082	2	Repi	1	my best is the purple centred flower from round one			1:12, 10:8, 7:7, 2:4, 5:2, 3:1	white
5083	2	Repi	1	next best is pink centred			1:12, 10:8, 7:7, 2:4, 5:2, 3:1	white
5084	2	Minu	10	yellow centred			1:12, 10:8, 7:7, 2:4, 5:2, 3:1	white
5086	2	Repi	1	laju?			1:12, 10:8, 7:7, 2:4, 5:2, 3:1	white
5087	2	Laju	5	Best is purple centred			1:12, 10:8, 7:7, 2:4, 5:2, 3:1	white
5089	2	Repi	1	ah			1:12, 10:8, 7:7, 2:4, 5:2, 3:1	white
5090	2	Repi	1	i picked that			1:12, 10:8, 7:7, 2:4, 5:2, 3:1	white
5092	3	Repi	11	my best is the cup-looking flowers then the daffodil-flower hybrid			11:10, 8:9, 9:7, 10:5, 5:2, 12:1	white
5093	3	Laju	9	Best is open yellow centred one			11:10, 8:9, 9:7, 10:5, 5:2, 12:1	white
5094	3	Repi	11	minu?			11:10, 8:9, 9:7, 10:5, 5:2, 12:1	white
5095	3	Minu	8	hybrid			11:10, 8:9, 9:7, 10:5, 5:2, 12:1	white
5098	3	Repi	11	daffodil hybrid is 3 quaters for me			11:10, 8:9, 9:7, 10:5, 5:2, 12:1	white
5099	3	Repi	11	oh wel[			11:10, 8:9, 9:7, 10:5, 5:2, 12:1	white
5101	4	Minu	11	cup			11:10, 1:6, 5:5, 10:4, 2:2, 12:1	white
5102	4	Repi	1	purple centre is best again for me			11:10, 1:6, 5:5, 10:4, 2:2, 12:1	white
5103	4	Laju	5	Best is white fox glove looking one			11:10, 1:6, 5:5, 10:4, 2:2, 12:1	white
5104	4	Repi	1	only half value though			11:10, 1:6, 5:5, 10:4, 2:2, 12:1	white
5105	4	Minu	11	ill choose cup			11:10, 1:6, 5:5, 10:4, 2:2, 12:1	white
5106	4	Repi	1	ngl i'm not sure what fox glove means			11:10, 1:6, 5:5, 10:4, 2:2, 12:1	white
5108	4	Repi	1	im on purple centre then			11:10, 1:6, 5:5, 10:4, 2:2, 12:1	white
5111	5	Repi	6	my best is the daffodil hybrid			8:10, 2:8, 6:7, 12:4, 4:2, 11:1	white
5112	5	Laju	8	White with pink centre			8:10, 2:8, 6:7, 12:4, 4:2, 11:1	white
5113	5	Repi	6	then the flat on ground one from round one			8:10, 2:8, 6:7, 12:4, 4:2, 11:1	white
5115	5	Repi	6	you take the hybrid since your bonus is lower			8:10, 2:8, 6:7, 12:4, 4:2, 11:1	white
5118	6	Repi	8	hybrid again, ill take it this time			8:11, 5:9, 12:8, 1:7, 7:4, 6:2	white
5120	6	Minu	1	mine is the hybrid			8:11, 5:9, 12:8, 1:7, 7:4, 6:2	white
5121	6	Repi	8	my next best is what you called fox glove			8:11, 5:9, 12:8, 1:7, 7:4, 6:2	white
5124	7	Repi	1	my best is the set of 2 flowers			2:11, 1:9, 11:8, 4:6, 6:5, 9:2	white
5125	7	Laju	2	Best is the pic with 2 flowers			2:11, 1:9, 11:8, 4:6, 6:5, 9:2	white
5126	7	Repi	1	purple centre next			2:11, 1:9, 11:8, 4:6, 6:5, 9:2	white
5127	7	Repi	1	ill take purple			2:11, 1:9, 11:8, 4:6, 6:5, 9:2	white
5131	8	Repi	10	my best is the tall flower on its side			3:10, 12:8, 10:7, 7:5, 6:4, 4:2	white
5132	8	Minu	12	same			3:10, 12:8, 10:7, 7:5, 6:4, 4:2	white
5133	8	Minu	12	ill take the green centre			3:10, 12:8, 10:7, 7:5, 6:4, 4:2	white
5134	8	Repi	10	all the rest have no value			3:10, 12:8, 10:7, 7:5, 6:4, 4:2	white
5135	8	Laju	3	Best has possibly 4 flowers			3:10, 12:8, 10:7, 7:5, 6:4, 4:2	white
5138	8	Repi	10	can anyone see the one on the stalk or the lone small flower?			3:10, 12:8, 10:7, 7:5, 6:4, 4:2	white
5139	8	Repi	10	the value of them			3:10, 12:8, 10:7, 7:5, 6:4, 4:2	white
5141	9	Repi	11	my best is cups, then star, then pink centre then sideways			6:10, 11:7, 9:5, 7:4, 8:3, 10:1	white
5142	9	Laju	7	Best is the flat white with yellow centre			6:10, 11:7, 9:5, 7:4, 8:3, 10:1	white
5143	9	Minu	6	ill choose yellow centre			6:10, 11:7, 9:5, 7:4, 8:3, 10:1	white
5145	9	Repi	11	i cant see the hybrid			6:10, 11:7, 9:5, 7:4, 8:3, 10:1	white
5146	9	Repi	11	whats the rough value of it?			6:10, 11:7, 9:5, 7:4, 8:3, 10:1	white
5147	9	Repi	11	ill take the cups			6:10, 11:7, 9:5, 7:4, 8:3, 10:1	white
5150	10	Repi	10	my best is sideways			10:10, 5:9, 7:7, 9:6, 6:5, 8:3	white
5151	10	Laju	7	Best is the one on its side			10:10, 5:9, 7:7, 9:6, 6:5, 8:3	white
5152	10	Minu	5	my best is green centre			10:10, 5:9, 7:7, 9:6, 6:5, 8:3	white
5154	10	Repi	10	pink centre is roughly half value			10:10, 5:9, 7:7, 9:6, 6:5, 8:3	white
5155	10	Laju	7	I’ll take half value			10:10, 5:9, 7:7, 9:6, 6:5, 8:3	white
5158	11	Repi	1	sideways again			10:11, 1:7, 6:6, 2:5, 5:3, 7:1	white
5159	11	Repi	1	then purple centre			10:11, 1:7, 6:6, 2:5, 5:3, 7:1	white
5160	11	Laju	6	Best is flat white with yellow centre on mine			10:11, 1:7, 6:6, 2:5, 5:3, 7:1	white
5161	11	Minu	10	same also			10:11, 1:7, 6:6, 2:5, 5:3, 7:1	white
5163	11	Repi	1	which you picking min?			10:11, 1:7, 6:6, 2:5, 5:3, 7:1	white
5164	11	Minu	10	ill choose side waqys			10:11, 1:7, 6:6, 2:5, 5:3, 7:1	white
5166	11	Repi	1	alright			10:11, 1:7, 6:6, 2:5, 5:3, 7:1	white
5169	12	Repi	6	flat for me			1:11, 6:9, 3:7, 12:6, 2:5, 5:4	white
5170	12	Laju	3	Best is purple centre			1:11, 6:9, 3:7, 12:6, 2:5, 5:4	white
5171	12	Repi	6	which did you pick minu?			1:11, 6:9, 3:7, 12:6, 2:5, 5:4	white
5172	12	Minu	1	purple centre chosen			1:11, 6:9, 3:7, 12:6, 2:5, 5:4	white
5173	12	Repi	6	i cant see that one			1:11, 6:9, 3:7, 12:6, 2:5, 5:4	white
5175	12	Repi	6	i cant see the stalk one, the rest are eh			1:11, 6:9, 3:7, 12:6, 2:5, 5:4	white
5177	13	Repi	7	pink centre then hybrid			7:10, 4:9, 8:7, 11:3, 1:2, 6:1	white
5178	13	Repi	7	both are pretty good			7:10, 4:9, 8:7, 11:3, 1:2, 6:1	white
5179	13	Laju	4	The one with 3 flowed			7:10, 4:9, 8:7, 11:3, 1:2, 6:1	white
5180	13	Repi	7	illl go pink			7:10, 4:9, 8:7, 11:3, 1:2, 6:1	white
5184	14	Repi	11	star for me			9:12, 1:8, 11:7, 4:6, 2:5, 8:2	white
5185	14	Minu	1	purple			9:12, 1:8, 11:7, 4:6, 2:5, 8:2	white
5186	14	Laju	9	Star shape			9:12, 1:8, 11:7, 4:6, 2:5, 8:2	white
5188	14	Repi	11	3 flowers are half			9:12, 1:8, 11:7, 4:6, 2:5, 8:2	white
5189	14	Repi	11	you want the star?			9:12, 1:8, 11:7, 4:6, 2:5, 8:2	white
5190	14	Laju	9	Cups are alright			9:12, 1:8, 11:7, 4:6, 2:5, 8:2	white
5191	14	Laju	9	Please			9:12, 1:8, 11:7, 4:6, 2:5, 8:2	white
5194	15	Laju	8	Thanks			1:11, 10:8, 8:7, 2:6, 11:5, 6:1	white
5195	15	Repi	10	purple centre then sideways			1:11, 10:8, 8:7, 2:6, 11:5, 6:1	white
5196	15	Minu	1	purple			1:11, 10:8, 8:7, 2:6, 11:5, 6:1	white
5197	15	Repi	10	np			1:11, 10:8, 8:7, 2:6, 11:5, 6:1	white
5198	15	Laju	8	Pink centre is just over half			1:11, 10:8, 8:7, 2:6, 11:5, 6:1	white
5199	15	Repi	10	sideways is a bit better			1:11, 10:8, 8:7, 2:6, 11:5, 6:1	white
5201	15	Repi	10	cups and the pair are bad			1:11, 10:8, 8:7, 2:6, 11:5, 6:1	white
5203	15	Repi	10	whats picked?			1:11, 10:8, 8:7, 2:6, 11:5, 6:1	white
5204	15	Minu	1	i chose purple			1:11, 10:8, 8:7, 2:6, 11:5, 6:1	white
5205	15	Laju	8	I chose pink			1:11, 10:8, 8:7, 2:6, 11:5, 6:1	white
5207	16	Repi	8	cups are my best			11:12, 6:9, 3:8, 8:7, 10:6, 9:5	white
5208	16	Repi	8	that and flat are good			11:12, 6:9, 3:8, 8:7, 10:6, 9:5	white
5209	16	Minu	3	four			11:12, 6:9, 3:8, 8:7, 10:6, 9:5	white
5210	16	Laju	6	Flat white with yellow centre			11:12, 6:9, 3:8, 8:7, 10:6, 9:5	white
5211	16	Repi	8	flat is 3/4			11:12, 6:9, 3:8, 8:7, 10:6, 9:5	white
5213	16	Laju	6	I’ve gone flat			11:12, 6:9, 3:8, 8:7, 10:6, 9:5	white
5215	16	Repi	8	is the hybrid or stalk any good?			11:12, 6:9, 3:8, 8:7, 10:6, 9:5	white
5216	16	Laju	6	Pink is half			11:12, 6:9, 3:8, 8:7, 10:6, 9:5	white
5218	17	Repi	9	star is half			12:12, 7:8, 9:7, 8:5, 5:4, 1:3	white
5219	17	Minu	12	green			12:12, 7:8, 9:7, 8:5, 5:4, 1:3	white
5220	17	Laju	7	The tiny one			12:12, 7:8, 9:7, 8:5, 5:4, 1:3	white
5221	17	Repi	9	purple hybris and the trio are low			12:12, 7:8, 9:7, 8:5, 5:4, 1:3	white
5222	17	Minu	12	i ll chose green tiny			12:12, 7:8, 9:7, 8:5, 5:4, 1:3	white
5223	17	Repi	9	looks like we can pick our best then			12:12, 7:8, 9:7, 8:5, 5:4, 1:3	white
5227	18	Repi	4	flat is my best			6:12, 4:9, 5:8, 7:4, 12:2, 8:1	white
5228	18	Laju	6	White flat one			6:12, 4:9, 5:8, 7:4, 12:2, 8:1	white
5229	18	Repi	4	then the trio with yellow centres			6:12, 4:9, 5:8, 7:4, 12:2, 8:1	white
5230	18	Repi	4	ill take the triio			6:12, 4:9, 5:8, 7:4, 12:2, 8:1	white
5231	18	Laju	6	Same as you			6:12, 4:9, 5:8, 7:4, 12:2, 8:1	white
5232	18	Repi	4	you go flat			6:12, 4:9, 5:8, 7:4, 12:2, 8:1	white
5236	19	Minu	4	trio			4:10, 12:8, 9:7, 8:5, 5:3, 2:1	white
5237	19	Repi	4	trio from before is best now			4:10, 12:8, 9:7, 8:5, 5:3, 2:1	white
5238	19	Repi	4	little solo one is good too			4:10, 12:8, 9:7, 8:5, 5:3, 2:1	white
5239	19	Minu	4	tiny is second			4:10, 12:8, 9:7, 8:5, 5:3, 2:1	white
5240	19	Repi	4	ill go for trio again			4:10, 12:8, 9:7, 8:5, 5:3, 2:1	white
5242	19	Laju	9	Star is just over half			4:10, 12:8, 9:7, 8:5, 5:3, 2:1	white
5244	19	Repi	4	little is better			4:10, 12:8, 9:7, 8:5, 5:3, 2:1	white
5246	20	Laju	5	Trio is best			3:12, 5:9, 9:8, 12:6, 1:5, 6:1	white
5247	20	Minu	3	four standing is best			3:12, 5:9, 9:8, 12:6, 1:5, 6:1	white
5248	20	Repi	9	stalk is my best one			3:12, 5:9, 9:8, 12:6, 1:5, 6:1	white
5249	20	Repi	9	is star any good?			3:12, 5:9, 9:8, 12:6, 1:5, 6:1	white
5250	20	Laju	5	Star is 3/4			3:12, 5:9, 9:8, 12:6, 1:5, 6:1	white
5251	20	Repi	9	also minu please look at what people are picking			3:12, 5:9, 9:8, 12:6, 1:5, 6:1	white
5252	20	Repi	9	ill take star then			3:12, 5:9, 9:8, 12:6, 1:5, 6:1	white
5255	20	Minu	3	okay im picking black			3:12, 5:9, 9:8, 12:6, 1:5, 6:1	white
5257	21	Repi	3	stalk is best			4:11, 7:9, 3:8, 10:7, 8:5, 5:3	white
5258	21	Laju	4	Trio with yellow			4:11, 7:9, 3:8, 10:7, 8:5, 5:3	white
5259	21	Minu	10	trio			4:11, 7:9, 3:8, 10:7, 8:5, 5:3	white
5260	21	Repi	3	sideways is half			4:11, 7:9, 3:8, 10:7, 8:5, 5:3	white
5261	21	Repi	3	ill take stalk			4:11, 7:9, 3:8, 10:7, 8:5, 5:3	white
5265	22	Repi	2	flat is best			6:12, 12:9, 2:8, 9:4, 8:3, 4:2	white
5266	22	Minu	12	tiny			6:12, 12:9, 2:8, 9:4, 8:3, 4:2	white
5267	22	Laju	6	Flat white			6:12, 12:9, 2:8, 9:4, 8:3, 4:2	white
5268	22	Repi	2	duo is 3/4			6:12, 12:9, 2:8, 9:4, 8:3, 4:2	white
5269	22	Repi	2	ill take duo			6:12, 12:9, 2:8, 9:4, 8:3, 4:2	white
5270	22	Laju	6	Then tiny			6:12, 12:9, 2:8, 9:4, 8:3, 4:2	white
5274	23	Minu	7	trio			4:12, 10:7, 7:6, 1:5, 2:4, 11:1	white
5275	23	Laju	4	Trio			4:12, 10:7, 7:6, 1:5, 2:4, 11:1	white
5276	23	Repi	10	my best is sideways			4:12, 10:7, 7:6, 1:5, 2:4, 11:1	white
5277	23	Repi	10	roulghly half			4:12, 10:7, 7:6, 1:5, 2:4, 11:1	white
5278	23	Repi	10	pink is just under half			4:12, 10:7, 7:6, 1:5, 2:4, 11:1	white
5279	23	Minu	7	laju?			4:12, 10:7, 7:6, 1:5, 2:4, 11:1	white
5281	23	Laju	4	Sideways is number 2			4:12, 10:7, 7:6, 1:5, 2:4, 11:1	white
5282	23	Repi	10	im on sideways			4:12, 10:7, 7:6, 1:5, 2:4, 11:1	white
5283	23	Laju	4	I’ll take trio			4:12, 10:7, 7:6, 1:5, 2:4, 11:1	white
5285	23	Repi	10	ggs bois			4:12, 10:7, 7:6, 1:5, 2:4, 11:1	white
5288	0	Laju	6	the two small purple flowers are best for me			6:11, 5:9, 2:8, 1:7, 4:5, 10:4	purple
5289	0	Minu	10	purple one with bells			6:11, 5:9, 2:8, 1:7, 4:5, 10:4	purple
5290	0	Repi	5	the purple droopy ones is good for me			6:11, 5:9, 2:8, 1:7, 4:5, 10:4	purple
5291	0	Repi	5	three in a row			6:11, 5:9, 2:8, 1:7, 4:5, 10:4	purple
5293	0	Repi	5	a horizontal row			6:11, 5:9, 2:8, 1:7, 4:5, 10:4	purple
5295	1	Laju	11	the cluster of many flowers is best for me			3:11, 11:9, 4:8, 2:5, 7:3, 12:1	purple
5296	1	Repi	3	the wispy purple is good for me			3:11, 11:9, 4:8, 2:5, 7:3, 12:1	purple
